dataset_version,image_id,image_path,image_filename,archive_member_name,sequence,candidate_metadata_id,role,opera,raw_face_type,mapping_status,mapping_evidence,label_status,image_read_status,image_file_format,image_width,image_height,image_file_size_bytes,image_sha256,sha256_group_size,duplicate_sha256_within_272,metadata_image_format,metadata_image_width,metadata_image_height,paper_mentioned_model_category,modern_v1_included,modern_v1_exclusion_reason,split,split_seed,notes,metadata_raw__metadata_id,metadata_raw__source_row_number,metadata_raw__序号,metadata_raw__标识号,metadata_raw__角色,metadata_raw__角色别名,metadata_raw__角色类型,metadata_raw__一级行当,metadata_raw__二级行当,metadata_raw__来源剧目,metadata_raw__来源剧目别名,metadata_raw__来源剧目出处,metadata_raw__表演者,metadata_raw__语种,metadata_raw__关联角色,metadata_raw__谱式,metadata_raw__绘法,metadata_raw__图案,metadata_raw__主色,metadata_raw__主色寓意,metadata_raw__眉形,metadata_raw__眼型,metadata_raw__额头型,metadata_raw__鼻型,metadata_raw__嘴型,metadata_raw__绘法说明,metadata_raw__性格特征,metadata_raw__历史演变,metadata_raw__图像格式,metadata_raw__图像宽度,metadata_raw__图像高度,metadata_raw__图像大小,metadata_raw__图像水平分辨率,metadata_raw__图像垂直分辨率,metadata_raw__图像位深度,metadata_raw__图像创建日期,metadata_raw__角色简介,metadata_raw__来源剧目简介,metadata_raw__表演者简介,metadata_raw__流派,metadata_raw__参考资料
modern_v1,011,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-01-011-s.jpg,opera-01-011-s.jpg,爬虫脸谱图集/opera-01-011-s.jpg,11,011,李刚,庆阳图,十字门脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,13797,da33fce8d604b189dd79dd6582a198f3a4e823e80accea77a619f44d69c71489,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,011,12,11,,李刚,,将官类,净,武净,庆阳图,李刚反朝、黑逼宫、斩李广,东周列国志,钱金福,中文,李虎,十字门脸,勾脸,,黑色,,钩眉,环眼窝,立柱纹,卷鼻窝,,,,,jpg,412,502,30.5,96,96,24,2020.1.5,,,,,
modern_v1,012,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-01-012-s.jpg,opera-01-012-s.jpg,爬虫脸谱图集/opera-01-012-s.jpg,12,012,廉颇,将相和,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,13424,630272ee95305c5c3c0dc54cb7858b62082bcc6f13074a15af39bd3552947a38,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,012,13,12,,廉颇,信平君,将官类,净,正净,将相和,廉颇负荆、争功请罪,东周列国志,袁世海,中文,胡伤,三块瓦脸,勾脸,,粉色,,柳叶眉,老眼窝,锥形,满鼻窝,,,,,jpg,412,502,29.3,96,96,24,2020.1.5,,,,,
modern_v1,013,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-013-s.jpg,opera-02-013-s.jpg,爬虫脸谱图集/opera-02-013-s.jpg,13,013,伊立,黄金台,太监脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,13914,bf9b6395e6c5119c71db3ab0ab9ac0161899cd5164a26a3ef8919e45ac0ec977,1,no,jpg,412,502,not_evaluated,no,class_below_min_samples_per_class_10,,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,013,14,13,,伊立,,将官类,净,副净,黄金台,田单救主、搜府盘关、乐毅伐齐,新灌园,郝寿臣,中文,田单,太监脸,勾脸,,油白色,,柳叶眉,尖眼窝,点形,,撇嘴,,飞扬跋扈,,jpg,412,502,30.6,96,96,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
modern_v1,014,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-014-s.jpg,opera-02-014-s.jpg,爬虫脸谱图集/opera-02-014-s.jpg,14,014,胡伤,将相和,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,14130,981b7a724cb4c1ddb7e7c35b58a43683b50697b7816c25afc1b0ea85cc027d5a,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,014,15,14,,胡伤,胡阳,将官类,净,副净,将相和,廉颇负荆、争功请罪,东周列国志,郭元汾,中文,廉颇,花三块瓦脸,勾脸,,白色,,,直眼窝,线形,卷鼻窝,,,,,jpg,412,502,32.4,96,96,24,2020.1.5,,,郭元汾（？-1962年），京剧净角，京剧演员郭春山先生的长子。在入富连成科班后主攻铜锤花脸。郭元汾在唱法上不尚雕饰，吐字行腔遵循传统，追求严谨朴拙的风格，极少个人的发挥创造。他的唱功可称是黄钟大吕，声震屋瓦，他的做功边式好看，细腻传神，是位不可多得的全才净角。解放后调入北京，编入解放军总政治部文工团京剧团，后并入中国京剧院，列为四团。1958年郭元汾随四团支援宁夏，成立宁夏回族自治区京剧团。,,
modern_v1,015,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-015-s.jpg,opera-02-015-s.jpg,爬虫脸谱图集/opera-02-015-s.jpg,15,015,荆轲,荆轲传,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,15215,63626bd6563a1f1768f32d6c704664f964ab837d264eed5618f32107a8469701,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,015,16,15,,荆轲,,将官类,净,副净,荆轲传,荆轲刺秦,史记·刺客列传,郝寿臣,中文,嬴政,三块瓦脸,勾脸,,白色,,柳叶眉,直眼窝,匕首形,满鼻窝,,,,,jpg,412,502,29.6,96,96,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
modern_v1,016,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-016-s.jpg,opera-02-016-s.jpg,爬虫脸谱图集/opera-02-016-s.jpg,16,016,赵高,宇宙锋,整脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,13465,66059b16f4b60b18083a69eac83c270d282ad3d91cbb02f1c7741b12811054d8,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,016,17,16,,赵高,,将官类,净,副净,宇宙锋,金殿装疯、一口剑、六义图,史记·秦始皇本记,袁世海,中文,周缺,整脸,抹脸,,白色,,本眉,奸眼窝,,灰鼻窝,,,,,jpg,412,502,28.4,96,96,24,2020.1.5,,,,,
modern_v1,017,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-017-s.jpg,opera-02-017-s.jpg,爬虫脸谱图集/opera-02-017-s.jpg,17,017,牛邈,闹昆阳,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,17182,a3561997cb0ec84abae100c97275fef2e5ffbc8fe427f6c07ad3d6b902a928b2,1,no,jpg,367,450,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,017,18,17,,牛邈,,将官类,净,武净,闹昆阳,飞叉阵、马援归汉,聚兽牌传奇,杨小楼,中文,马援,花三块瓦脸,勾脸,,绿色,,,花眼窝,胆形,碎鼻窝,,,,,jpg,367,450,31.3,96,96,24,2020.1.5,,,杨小楼（1878年-1938年），名三元，安徽怀宁人，京剧武生演员，有“武生宗师”的盛誉。自幼入小荣椿社学艺，工武生。十七岁出科后，拜俞菊笙为师，又得谭鑫培等名家指点。杨小楼嗓音清脆洪亮，唱念均遵“奎派”风范，咬字清楚真切，间有京音，行腔朴直无华。在艺术上继承家学，同时博采众长，逐渐形成独树一帜的“杨派”。武打步法准确灵敏，无空招废式，贴切地表现人物的性格，着力体现意境，追求神似，也即“武戏文唱”的杨派特点。,,
modern_v1,018,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-018-s.jpg,opera-02-018-s.jpg,爬虫脸谱图集/opera-02-018-s.jpg,18,018,姚刚,黄一刀,十字门脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,152,14414,5fe10f6ab6a6d78cf42cb8e341f359d518f7982d3a9120bd22899da88d3e2620,1,no,jpg,365,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,018,19,18,,姚刚,,将官类,净,正净,黄一刀,恶虎庄、姚刚发配,东汉演义,郝寿臣,中文,黄飞刚,十字门脸,勾脸,,黑色,,锯齿眉,环眼窝,立柱纹,卷鼻窝,虎嘴,,,,jpg,365,450,24.1,96,96,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
modern_v1,019,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-019-s.jpg,opera-02-019-s.jpg,爬虫脸谱图集/opera-02-019-s.jpg,19,019,苏献,取洛阳,六分脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,14421,0a430f12fe8a8fb9da6abd15a4b5e7483cbd5089e00853d609bff65847905565,1,no,jpg,368,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,019,20,19,,苏献,,将官类,净,武净,取洛阳,光武兴、岑马争功,东汉演义,郭元汾,中文,马武,六分脸,勾脸,,粉色,,钩眉,老眼窝,,卷鼻窝,,,,,jpg,368,450,22.9,96,96,24,2020.1.5,,,郭元汾（？-1962年），京剧净角，京剧演员郭春山先生的长子。在入富连成科班后主攻铜锤花脸。郭元汾在唱法上不尚雕饰，吐字行腔遵循传统，追求严谨朴拙的风格，极少个人的发挥创造。他的唱功可称是黄钟大吕，声震屋瓦，他的做功边式好看，细腻传神，是位不可多得的全才净角。解放后调入北京，编入解放军总政治部文工团京剧团，后并入中国京剧院，列为四团。1958年郭元汾随四团支援宁夏，成立宁夏回族自治区京剧团。,,
modern_v1,020,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-020-s.jpg,opera-02-020-s.jpg,爬虫脸谱图集/opera-02-020-s.jpg,20,020,马武,取洛阳,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,152,15745,ab78df7ad9999de1caf8250f02f234717e4ecd8f89c39cf48f320bd834183185,1,no,jpg,363,450,not_evaluated,yes,,validation,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,020,21,20,,马武,,将官类,净,副净,取洛阳,光武兴、岑马争功,东汉演义,侯喜瑞,中文,苏献,碎脸,勾脸,,蓝色,,狼牙眉,花眼窝,胆形,碎鼻窝,,,,,jpg,363,450,25.3,96,96,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
modern_v1,021,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-021-s.jpg,opera-02-021-s.jpg,爬虫脸谱图集/opera-02-021-s.jpg,21,021,张飞,长坂坡,十字门脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,14650,8722f7e4ecae3cd43124034d9e96297ec2aad6bb42dfccf48f27f813e7e72f1b,1,no,jpg,369,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.,021,22,21,,张飞,张翼德,将官类,净,副净,长坂坡,单骑救主、子龙救主、当阳桥,三国演义,郝寿臣,中文,赵云,十字门脸,勾脸,,黑色,,环眉,环眼窝,立柱纹,笑鼻窝,,,,,jpg,369,450,22.5,96,96,24,2020.1.5,,,郝寿臣（1886年-1961年），著名京剧表演艺术家、教育家，工架子花脸。原籍河北香河，幼年随父迁京，从师吕福善、唐永常、朱子久、阎宝恒等学艺。郝寿臣融金秀山铜锤与黄润甫架子两家艺术于一炉，唱念上自成一格，创成被誉为“架子花脸铜锤唱”的郝派艺术。他以气魄取胜，唱念韵味浑厚，工架凝练，表演浑然一体。他艺术态度严谨，善于刻画人物，数十年艺术生涯中，在220余个剧目中扮演过160多个主要和次要角色。与侯喜瑞、金少山并称“净行三杰”。,,
