dataset_version,image_id,image_path,image_filename,archive_member_name,sequence,candidate_metadata_id,role,opera,raw_face_type,mapping_status,mapping_evidence,label_status,image_read_status,image_file_format,image_width,image_height,image_file_size_bytes,image_sha256,sha256_group_size,duplicate_sha256_within_272,metadata_image_format,metadata_image_width,metadata_image_height,paper_mentioned_model_category,modern_v1_included,modern_v1_exclusion_reason,split,split_seed,notes
modern_v1,011,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-01-011-s.jpg,opera-01-011-s.jpg,爬虫脸谱图集/opera-01-011-s.jpg,11,011,李刚,庆阳图,十字门脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,13797,da33fce8d604b189dd79dd6582a198f3a4e823e80accea77a619f44d69c71489,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,012,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-01-012-s.jpg,opera-01-012-s.jpg,爬虫脸谱图集/opera-01-012-s.jpg,12,012,廉颇,将相和,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,13424,630272ee95305c5c3c0dc54cb7858b62082bcc6f13074a15af39bd3552947a38,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,013,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-013-s.jpg,opera-02-013-s.jpg,爬虫脸谱图集/opera-02-013-s.jpg,13,013,伊立,黄金台,太监脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,13914,bf9b6395e6c5119c71db3ab0ab9ac0161899cd5164a26a3ef8919e45ac0ec977,1,no,jpg,412,502,not_evaluated,no,class_below_min_samples_per_class_10,,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,014,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-014-s.jpg,opera-02-014-s.jpg,爬虫脸谱图集/opera-02-014-s.jpg,14,014,胡伤,将相和,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,14130,981b7a724cb4c1ddb7e7c35b58a43683b50697b7816c25afc1b0ea85cc027d5a,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,015,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-015-s.jpg,opera-02-015-s.jpg,爬虫脸谱图集/opera-02-015-s.jpg,15,015,荆轲,荆轲传,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,15215,63626bd6563a1f1768f32d6c704664f964ab837d264eed5618f32107a8469701,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,016,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-016-s.jpg,opera-02-016-s.jpg,爬虫脸谱图集/opera-02-016-s.jpg,16,016,赵高,宇宙锋,整脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,13465,66059b16f4b60b18083a69eac83c270d282ad3d91cbb02f1c7741b12811054d8,1,no,jpg,412,502,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,017,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-017-s.jpg,opera-02-017-s.jpg,爬虫脸谱图集/opera-02-017-s.jpg,17,017,牛邈,闹昆阳,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,17182,a3561997cb0ec84abae100c97275fef2e5ffbc8fe427f6c07ad3d6b902a928b2,1,no,jpg,367,450,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,018,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-018-s.jpg,opera-02-018-s.jpg,爬虫脸谱图集/opera-02-018-s.jpg,18,018,姚刚,黄一刀,十字门脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,152,14414,5fe10f6ab6a6d78cf42cb8e341f359d518f7982d3a9120bd22899da88d3e2620,1,no,jpg,365,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,019,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-019-s.jpg,opera-02-019-s.jpg,爬虫脸谱图集/opera-02-019-s.jpg,19,019,苏献,取洛阳,六分脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,14421,0a430f12fe8a8fb9da6abd15a4b5e7483cbd5089e00853d609bff65847905565,1,no,jpg,368,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,020,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-020-s.jpg,opera-02-020-s.jpg,爬虫脸谱图集/opera-02-020-s.jpg,20,020,马武,取洛阳,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,152,15745,ab78df7ad9999de1caf8250f02f234717e4ecd8f89c39cf48f320bd834183185,1,no,jpg,363,450,not_evaluated,yes,,validation,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,021,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-021-s.jpg,opera-02-021-s.jpg,爬虫脸谱图集/opera-02-021-s.jpg,21,021,张飞,长坂坡,十字门脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,123,150,14650,8722f7e4ecae3cd43124034d9e96297ec2aad6bb42dfccf48f27f813e7e72f1b,1,no,jpg,369,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,022,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-022-s.jpg,opera-02-022-s.jpg,爬虫脸谱图集/opera-02-022-s.jpg,22,022,关羽,战长沙,整脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,3232,e8ef7fbfb021f7aae0d6cadfc705858420853f5e6536543011adfbb567d9147b,1,no,jpg,361,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,023,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-023-s.jpg,opera-02-023-s.jpg,爬虫脸谱图集/opera-02-023-s.jpg,23,023,庞统,柴桑口,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,3501,772c1b7e7e4f20561f007d6bfd0d13c4bf7a9c95f71764fdf82679c9810f20da,1,no,jpg,368,450,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,024,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-02-024-s.jpg,opera-02-024-s.jpg,爬虫脸谱图集/opera-02-024-s.jpg,24,024,周仓,单刀会,元宝脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,3656,88212207f49e2794671f5fbcb00479ab5de38e9ff6bb8b7d8d5e668918ff368a,1,no,jpg,364,450,not_evaluated,no,class_below_min_samples_per_class_10,,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,025,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-03-025-s.jpg,opera-03-025-s.jpg,爬虫脸谱图集/opera-03-025-s.jpg,25,025,夏侯惇,战宛城,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,3442,af3a110cba04c97785fa342932e795dab9c36070314f53361421b9863accefd7,1,no,jpg,369,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,026,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-03-026-s.jpg,opera-03-026-s.jpg,爬虫脸谱图集/opera-03-026-s.jpg,26,026,夏侯渊,定军山,十字门脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,92,110,3385,33de83a76f067dd742058294fd74fa3523c5648570e9ed69fabfececb4b3fcdd,1,no,jpg,375,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,027,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-03-027-s.jpg,opera-03-027-s.jpg,爬虫脸谱图集/opera-03-027-s.jpg,27,027,许褚,战宛城,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,3530,513d6da981902e51ec7b9dc1c486445ce11c4456ce6567e6e1505dd04e2a071a,1,no,jpg,361,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,028,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-03-028-s.jpg,opera-03-028-s.jpg,爬虫脸谱图集/opera-03-028-s.jpg,28,028,曹洪,战宛城,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,3648,d7f488522373c029149d0703720f289dcfe2497f6fae1b08021a2378137ebcd0,1,no,jpg,360,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,029,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-03-029-s.jpg,opera-03-029-s.jpg,爬虫脸谱图集/opera-03-029-s.jpg,29,029,张郃,长坂坡,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,3581,8ee0129b7d1d6fd8962c6e243112cab56989442ac47538873041efc65789a19d,1,no,jpg,369,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,030,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-03-030-s.jpg,opera-03-030-s.jpg,爬虫脸谱图集/opera-03-030-s.jpg,30,030,徐晃,阳平关,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,2862,61cd263aee22cbc46622b73238ae2687021a3026accb351b3e41be1f4cfb55f5,1,no,jpg,369,450,not_evaluated,yes,,validation,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,031,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-03-031-s.jpg,opera-03-031-s.jpg,爬虫脸谱图集/opera-03-031-s.jpg,31,031,孟坦,过五关,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,3655,06524d1f1e6155253a0f2781eaecc3b114fd546e5a19bdfbb884c6f894b0421c,1,no,jpg,364,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,032,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-03-032-s.jpg,opera-03-032-s.jpg,爬虫脸谱图集/opera-03-032-s.jpg,32,032,蔡阳,古城会,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,91,110,3007,e01e3f54177edfe0f2b0fde2c8d8ab0dcc1ee80f4888d5cff3411ab457c944ae,1,no,jpg,373,450,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,033,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-03-033-s.jpg,opera-03-033-s.jpg,爬虫脸谱图集/opera-03-033-s.jpg,33,033,黄盖,群英会,六分脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,86,110,2772,e0a26f41a1726297a3e24b54dcec4a0e0c249a15039b2ff169b001eeae681917,1,no,jpg,407,512,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,034,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-03-034-s.jpg,opera-03-034-s.jpg,爬虫脸谱图集/opera-03-034-s.jpg,34,034,孙权,甘露寺,整脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,94,110,3106,2be8310d0e6991409a37464465232733d26b68cb8406d1ba271ecadeff429748,1,no,jpg,414,482,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,035,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-03-035-s.jpg,opera-03-035-s.jpg,爬虫脸谱图集/opera-03-035-s.jpg,35,035,吕蒙,走麦城,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,90,110,3656,6f7cec255b65678d231a92a34428719131a1328d262dbe840d67c47eb0c803e0,1,no,jpg,421,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,036,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-03-036-s.jpg,opera-03-036-s.jpg,爬虫脸谱图集/opera-03-036-s.jpg,36,036,太史慈,战合肥,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,91,110,3562,1af245e1608b6bd0a472745266fe516970c95da37bddd493de4ca6d21a4c37f7,1,no,jpg,425,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,037,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-037-s.jpg,opera-04-037-s.jpg,爬虫脸谱图集/opera-04-037-s.jpg,37,037,蒋钦,甘露寺,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,3385,1c7e7cb74c6df22c756957b39bd090499ca76a9166c23cf4179cde3b9b7da69a,1,no,jpg,413,513,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,038,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-038-s.jpg,opera-04-038-s.jpg,爬虫脸谱图集/opera-04-038-s.jpg,38,038,凌统,甘宁百骑劫魏营,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,92,110,3285,6321ffa1a965268ee54eaf63ac72dffe5b85d00f3bbd65f55636c776deffe9d7,1,no,jpg,429,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,039,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-039-s.jpg,opera-04-039-s.jpg,爬虫脸谱图集/opera-04-039-s.jpg,39,039,周泰,连营寨,三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,85,110,3061,95a20c97f6b07b26ce8f419d4d2226ad8950fd8dc23c0a395ff6bac854da7593,1,no,jpg,423,512,not_evaluated,yes,,test,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,040,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-040-s.jpg,opera-04-040-s.jpg,爬虫脸谱图集/opera-04-040-s.jpg,40,040,周处,除三害,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,86,110,3264,8d2204bc6c33012c79c2722f0849ecf3d52a5bbccd3ef4f08181b7a0271acffb,1,no,jpg,401,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,041,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-041-s.jpg,opera-04-041-s.jpg,爬虫脸谱图集/opera-04-041-s.jpg,41,041,秦英,乾坤带,花三块瓦脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,88,110,5406,a94ba7f9f5ca05e184a57837a14445ec511725f8384d475ae560d178e77fbf7a,1,no,jpg,408,512,not_evaluated,yes,,validation,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
modern_v1,042,data/raw/脸谱/整理工作/爬虫脸谱图集.zip::爬虫脸谱图集/opera-04-042-s.jpg,opera-04-042-s.jpg,爬虫脸谱图集/opera-04-042-s.jpg,42,042,窦一虎,棋盘山,碎脸,user_confirmed_sequence_mapping,Project owner confirmed on 2026-09-20 that Excel 序号 and the image filename number are one-to-one for the current POPF dataset.,present,readable,JPEG,89,110,5368,aa886fb42de15b1bb0e63276f0818c3bd041a21e099a91e7a81bb746e3e1357c,1,no,jpg,412,512,not_evaluated,yes,,train,42,Sequence mapping is accepted for the current project dataset based on project-owner confirmation. Label analysis uses the current XLS raw 谱式 values.
